filename,width,height,class,xmin,ymin,xmax,ymax
2003_Si.jpg,960,640,Cu-T,26,251,139,569
2003_Si.jpg,960,640,Cu-T,134,252,251,571
2003_Si.jpg,960,640,Ag-T,248,256,362,571
2003_Si.jpg,960,640,Ag-T,368,246,476,573
2003_Si.jpg,960,640,Pb-T,473,238,591,567
2003_Si.jpg,960,640,Pb-T,582,252,698,572
2004_GA.jpg,960,640,Cu-P,18,240,132,573
2004_GA.jpg,960,640,Cu-P,130,245,251,571
2004_GA.jpg,960,640,Ag-P,245,247,368,568
2004_GA.jpg,960,640,Ag-P,366,240,483,574
2004_GA.jpg,960,640,Pb-P,495,250,612,573
2004_GA.jpg,960,640,Pb-P,614,245,732,574
2004_Si.jpg,960,640,Cu-P,18,240,132,573
2004_Si.jpg,960,640,Cu-P,133,245,249,567
2004_Si.jpg,960,640,Ag-P,248,247,369,569
2004_Si.jpg,960,640,Ag-P,369,243,486,573
2004_Si.jpg,960,640,Pb-P,495,251,612,573
2004_Si.jpg,960,640,Pb-P,614,246,732,574
2005_GA.jpg,960,640,Cu-T,19,240,136,575
2005_GA.jpg,960,640,Cu-T,137,244,248,575
2005_GA.jpg,960,640,Ag-P,256,248,373,573
2005_GA.jpg,960,640,Ag-P,373,250,489,575
2005_GA.jpg,960,640,Pb-P,491,246,604,577
2005_GA.jpg,960,640,Pb-P,608,246,727,575
2005_Si.jpg,960,640,Cu-T,21,238,138,571
2005_Si.jpg,960,640,Cu-T,137,248,248,575
2005_Si.jpg,960,640,Ag-P,258,248,373,573
2005_Si.jpg,960,640,Ag-P,373,252,487,571
2005_Si.jpg,960,640,Pb-P,489,246,606,573
2005_Si.jpg,960,640,Pb-P,606,246,725,573
2006_GA.jpg,960,640,Cu-T,36,243,152,572
2006_GA.jpg,960,640,Cu-T,149,255,259,572
2006_GA.jpg,960,640,Ag-P,267,252,386,572
2006_GA.jpg,960,640,Ag-P,384,250,497,573
2006_GA.jpg,960,640,Pb-U,502,246,627,572
2006_GA.jpg,960,640,Pb-U,623,251,735,573
2006_Si.jpg,960,640,Cu-T,37,238,152,565
2006_Si.jpg,960,640,Cu-T,151,252,259,568
2006_Si.jpg,960,640,Ag-P,269,250,386,568
2006_Si.jpg,960,640,Ag-P,384,247,498,569
2006_Si.jpg,960,640,Pb-U,502,240,626,568
2006_Si.jpg,960,640,Pb-U,623,247,737,569
2007_GA.jpg,960,640,Cu-T,31,242,157,570
2007_GA.jpg,960,640,Cu-T,156,246,268,573
2007_GA.jpg,960,640,Ag-P,274,251,384,572
2007_GA.jpg,960,640,Ag-P,383,256,498,570
2007_GA.jpg,960,640,Pb-P,499,250,618,573
2007_GA.jpg,960,640,Pb-P,615,243,734,573
2007_Si.jpg,960,640,Cu-T,33,243,156,570
2007_Si.jpg,960,640,Cu-T,157,246,269,572
2007_Si.jpg,960,640,Ag-P,276,252,384,573
2007_Si.jpg,960,640,Ag-P,384,256,498,570
2007_Si.jpg,960,640,Pb-P,499,251,617,573
2007_Si.jpg,960,640,Pb-P,614,243,733,574
2008_GA.jpg,960,640,Cu-T,26,250,158,572
2008_GA.jpg,960,640,Cu-T,157,245,276,573
2008_GA.jpg,960,640,Ag-P,272,251,394,572
2008_GA.jpg,960,640,Ag-P,392,245,504,575
2008_GA.jpg,960,640,Pb-T,499,243,615,570
2008_GA.jpg,960,640,Pb-T,610,245,729,572
2008_Si.jpg,960,640,Cu-T,24,251,160,573
2008_Si.jpg,960,640,Cu-T,157,246,274,570
2008_Si.jpg,960,640,Ag-P,273,252,394,573
2008_Si.jpg,960,640,Ag-P,391,243,504,572
2008_Si.jpg,960,640,Pb-T,499,243,617,572
2008_Si.jpg,960,640,Pb-T,609,243,729,570
2009_GA.jpg,960,640,Cu-P,24,247,151,574
2009_GA.jpg,960,640,Cu-P,147,242,262,573
2009_GA.jpg,960,640,Ag-P,268,241,384,574
2009_GA.jpg,960,640,Ag-P,384,245,497,573
2009_GA.jpg,960,640,Pb-T,498,255,612,574
2009_GA.jpg,960,640,Pb-T,610,240,729,574
2009_Si.jpg,960,640,Cu-P,27,250,151,574
2009_Si.jpg,960,640,Cu-P,147,242,263,570
2009_Si.jpg,960,640,Ag-P,269,241,384,571
2009_Si.jpg,960,640,Ag-P,383,245,497,572
2009_Si.jpg,960,640,Pb-T,497,256,612,573
2009_Si.jpg,960,640,Pb-T,608,238,730,573
2010_GA.jpg,960,640,Cu-P,32,250,145,572
2010_GA.jpg,960,640,Cu-P,142,246,262,572
2010_GA.jpg,960,640,Ag-P,257,246,378,572
2010_GA.jpg,960,640,Ag-P,374,246,488,572
2010_GA.jpg,960,640,Pb-T,489,248,610,573
2010_GA.jpg,960,640,Pb-T,609,240,726,574
2010_Si.jpg,960,640,Cu-P,31,251,144,572
2010_Si.jpg,960,640,Cu-P,138,247,259,572
2010_Si.jpg,960,640,Ag-P,259,245,378,569
2010_Si.jpg,960,640,Ag-P,373,246,486,572
2010_Si.jpg,960,640,Pb-T,490,248,609,573
2010_Si.jpg,960,640,Pb-T,610,241,728,574
2011_GA.jpg,960,640,Cu-P,29,241,142,574
2011_GA.jpg,960,640,Cu-P,144,251,266,574
2011_GA.jpg,960,640,Ag-P,267,251,379,573
2011_GA.jpg,960,640,Ag-P,382,248,499,573
2011_GA.jpg,960,640,Pb-P,499,242,614,572
2011_GA.jpg,960,640,Pb-P,614,245,734,573
2011_Si.jpg,960,640,Cu-P,31,243,143,573
2011_Si.jpg,960,640,Cu-P,146,250,266,573
2011_Si.jpg,960,640,Ag-P,267,251,379,572
2011_Si.jpg,960,640,Ag-P,383,250,498,573
2011_Si.jpg,960,640,Pb-P,499,243,614,573
2011_Si.jpg,960,640,Pb-P,613,246,737,570
2012_GA.jpg,960,640,Cu-T,33,241,144,570
2012_GA.jpg,960,640,Cu-T,142,255,255,574
2012_GA.jpg,960,640,Ag-P,263,241,378,573
2012_GA.jpg,960,640,Ag-P,383,247,498,572
2012_GA.jpg,960,640,Pb-T,504,246,617,573
2012_GA.jpg,960,640,Pb-T,617,245,733,572
2012_Si.jpg,960,640,Cu-T,33,238,143,564
2012_Si.jpg,960,640,Cu-T,142,248,254,570
2012_Si.jpg,960,640,Ag-P,263,234,379,568
2012_Si.jpg,960,640,Ag-P,383,243,497,568
2012_Si.jpg,960,640,Pb-T,506,242,615,569
2012_Si.jpg,960,640,Pb-T,618,241,734,566
2013_GA.jpg,960,640,Cu-T,42,254,156,573
2013_GA.jpg,960,640,Cu-T,154,248,265,572
2013_GA.jpg,960,640,Ag-P,264,251,380,570
2013_GA.jpg,960,640,Ag-P,380,248,494,573
2013_GA.jpg,960,640,Pb-T,499,251,615,573
2013_GA.jpg,960,640,Pb-T,618,254,733,574
2013_Si.jpg,960,640,Cu-T,45,254,157,572
2013_Si.jpg,960,640,Cu-T,156,248,265,570
2013_Si.jpg,960,640,Ag-P,264,252,379,569
2013_Si.jpg,960,640,Ag-P,380,248,493,572
2013_Si.jpg,960,640,Pb-T,499,252,618,572
2013_Si.jpg,960,640,Pb-T,618,254,734,573
2014_GA.jpg,960,640,Cu-P,29,250,149,573
2014_GA.jpg,960,640,Cu-P,148,242,264,575
2014_GA.jpg,960,640,Ag-P,266,243,387,572
2014_GA.jpg,960,640,Ag-P,400,247,514,575
2014_GA.jpg,960,640,Pb-T,516,243,625,573
2014_GA.jpg,960,640,Pb-T,620,241,734,568
2014_Si.jpg,960,640,Cu-P,29,243,148,566
2014_Si.jpg,960,640,Cu-P,147,240,264,566
2014_Si.jpg,960,640,Ag-P,267,240,388,569
2014_Si.jpg,960,640,Ag-P,400,243,513,572
2014_Si.jpg,960,640,Pb-T,516,240,625,566
2014_Si.jpg,960,640,Pb-T,622,236,738,566
2015_GA.jpg,960,640,Cu-T,31,225,152,550
2015_GA.jpg,960,640,Cu-P,152,229,267,552
2015_GA.jpg,960,640,Ag-P,267,227,377,552
2015_GA.jpg,960,640,Ag-P,375,225,487,554
2015_GA.jpg,960,640,Pb-P,485,231,608,554
2015_GA.jpg,960,640,Pb-P,606,227,729,554
2015_Si.jpg,960,640,Cu-T,31,231,150,554
2015_Si.jpg,960,640,Cu-P,148,232,267,554
2015_Si.jpg,960,640,Ag-P,265,231,375,554
2015_Si.jpg,960,640,Ag-P,375,227,487,554
2015_Si.jpg,960,640,Pb-P,485,234,606,556
2015_Si.jpg,960,640,Pb-P,604,231,727,556
2016_GA.jpg,960,640,Cu-P,15,227,148,551
2016_GA.jpg,960,640,Cu-P,134,232,269,552
2016_GA.jpg,960,640,Ag-P,266,224,384,552
2016_GA.jpg,960,640,Ag-P,383,232,497,551
2016_GA.jpg,960,640,Pb-T,499,226,619,554
2016_GA.jpg,960,640,Pb-T,614,227,729,552
2016_Si.jpg,960,640,Cu-P,15,226,149,552
2016_Si.jpg,960,640,Cu-P,133,232,271,551
2016_Si.jpg,960,640,Ag-P,266,227,383,551
2016_Si.jpg,960,640,Ag-P,384,233,497,552
2016_Si.jpg,960,640,Pb-T,498,224,620,552
2016_Si.jpg,960,640,Pb-T,617,228,728,552
2017_GA.jpg,960,640,Cu-T,83,242,185,575
2017_GA.jpg,960,640,Cu-T,185,240,294,574
2017_GA.jpg,960,640,Ag-P,286,240,401,573
2017_GA.jpg,960,640,Ag-P,397,243,513,573
2017_GA.jpg,960,640,Pb-T,512,248,624,570
2017_GA.jpg,960,640,Pb-T,613,252,732,575
2017_Si.jpg,960,640,Cu-T,84,243,188,573
2017_Si.jpg,960,640,Cu-T,185,240,294,573
2017_Si.jpg,960,640,Ag-P,287,238,402,571
2017_Si.jpg,960,640,Ag-P,396,243,512,568
2017_Si.jpg,960,640,Pb-T,514,246,627,572
2017_Si.jpg,960,640,Pb-T,615,252,733,574
2018_GA.jpg,960,640,Cu-T,36,250,142,570
2018_GA.jpg,960,640,Cu-T,142,265,264,570
2018_GA.jpg,960,640,Ag-P,266,246,380,569
2018_GA.jpg,960,640,Ag-P,379,229,497,569
2018_GA.jpg,960,640,Pb-T,495,250,610,572
2018_GA.jpg,960,640,Pb-T,609,242,716,572
2018_Si.jpg,960,640,Cu-T,36,254,140,573
2018_Si.jpg,960,640,Cu-T,140,270,263,573
2018_Si.jpg,960,640,Ag-P,267,250,378,572
2018_Si.jpg,960,640,Ag-P,380,233,495,574
2018_Si.jpg,960,640,Pb-T,493,254,610,575
2018_Si.jpg,960,640,Pb-T,612,245,717,574
2019_GA.jpg,960,640,Cu-T,33,236,157,571
2019_GA.jpg,960,640,Cu-T,162,250,277,573
2019_GA.jpg,960,640,Ag-P,276,243,391,570
2019_GA.jpg,960,640,Ag-P,389,248,499,568
2019_GA.jpg,960,640,Pb-T,511,243,623,569
2019_GA.jpg,960,640,Pb-T,622,245,725,572
2019_Si.jpg,960,640,Cu-T,34,238,157,571
2019_Si.jpg,960,640,Cu-T,162,252,276,572
2019_Si.jpg,960,640,Ag-P,278,247,389,573
2019_Si.jpg,960,640,Ag-P,391,254,496,572
2019_Si.jpg,960,640,Pb-T,512,246,622,573
2019_Si.jpg,960,640,Pb-T,618,246,721,573
2020_GA.jpg,960,640,Cu-U,48,238,164,567
2020_GA.jpg,960,640,Cu-U,160,242,275,569
2020_GA.jpg,960,640,Ag-P,273,244,387,569
2020_GA.jpg,960,640,Ag-P,391,252,504,571
2020_GA.jpg,960,640,Pb-P,510,240,627,571
2020_GA.jpg,960,640,Pb-P,625,244,735,569
2020_Si.jpg,960,640,Cu-U,48,240,164,567
2020_Si.jpg,960,640,Cu-U,162,242,275,569
2020_Si.jpg,960,640,Ag-P,273,244,388,567
2020_Si.jpg,960,640,Ag-P,392,254,504,569
2020_Si.jpg,960,640,Pb-P,510,240,625,569
2020_Si.jpg,960,640,Pb-P,623,242,735,569
2024_GA.jpg,960,640,Cu-P,37,247,139,557
2024_GA.jpg,960,640,Cu-P,139,250,244,556
2024_GA.jpg,960,640,Ag-P,243,247,354,555
2024_GA.jpg,960,640,Ag-P,357,245,457,559
2024_GA.jpg,960,640,Pb-T,452,247,564,557
2024_GA.jpg,960,640,Pb-T,564,246,678,557
2024_Si.jpg,960,640,Cu-P,40,250,140,563
2024_Si.jpg,960,640,Cu-P,138,252,246,559
2024_Si.jpg,960,640,Ag-P,241,254,354,555
2024_Si.jpg,960,640,Ag-P,354,247,456,560
2024_Si.jpg,960,640,Pb-T,451,251,567,559
2024_Si.jpg,960,640,Pb-T,564,250,679,560
2025_GA.jpg,960,640,Cu-T,12,240,130,566
2025_GA.jpg,960,640,Cu-T,125,233,241,566
2025_GA.jpg,960,640,Ag-T,240,233,357,565
2025_GA.jpg,960,640,Ag-T,368,241,483,568
2025_GA.jpg,960,640,Pb-T,486,240,592,571
2025_GA.jpg,960,640,Pb-T,599,237,707,570
2025_Si.jpg,960,640,Cu-T,13,241,132,563
2025_Si.jpg,960,640,Cu-T,120,234,240,563
2025_Si.jpg,960,640,Ag-T,235,236,357,564
2025_Si.jpg,960,640,Ag-T,369,245,480,565
2025_Si.jpg,960,640,Pb-T,489,240,594,566
2025_Si.jpg,960,640,Pb-T,600,237,707,566
2027_GA.jpg,960,640,Cu-T,18,246,135,572
2027_GA.jpg,960,640,Cu-T,132,248,246,572
2027_GA.jpg,960,640,Ag-T,254,246,364,572
2027_GA.jpg,960,640,Ag-T,364,248,475,569
2027_GA.jpg,960,640,Pb-T,481,243,600,570
2027_GA.jpg,960,640,Pb-T,601,246,716,570
2027_Si.jpg,960,640,Cu-T,20,243,137,566
2027_Si.jpg,960,640,Cu-T,134,246,245,566
2027_Si.jpg,960,640,Ag-T,257,243,364,564
2027_Si.jpg,960,640,Ag-T,363,243,475,564
2027_Si.jpg,960,640,Pb-T,483,241,599,566
2027_Si.jpg,960,640,Pb-T,599,240,715,565
2028_GA.jpg,960,640,Cu-U,19,240,134,573
2028_GA.jpg,960,640,Cu-U,135,241,248,571
2028_GA.jpg,960,640,Ag-P,249,248,369,569
2028_GA.jpg,960,640,Ag-P,369,242,486,570
2028_GA.jpg,960,640,Pb-T,485,248,600,573
2028_GA.jpg,960,640,Pb-T,599,241,716,570
2028_Si.jpg,960,640,Cu-U,18,242,135,570
2028_Si.jpg,960,640,Cu-U,135,241,246,570
2028_Si.jpg,960,640,Ag-P,250,251,368,570
2028_Si.jpg,960,640,Ag-P,373,245,486,570
2028_Si.jpg,960,640,Pb-T,489,250,600,570
2028_Si.jpg,960,640,Pb-T,597,241,716,570
2029_GA.jpg,960,640,Cu-P,6,243,121,568
2029_GA.jpg,960,640,Cu-P,119,251,236,572
2029_GA.jpg,960,640,Ag-T,240,250,348,569
2029_GA.jpg,960,640,Ag-T,352,240,470,570
2029_GA.jpg,960,640,Pb-T,480,241,600,573
2029_GA.jpg,960,640,Pb-T,609,237,735,569
2029_Si.jpg,960,640,Cu-P,8,242,120,568
2029_Si.jpg,960,640,Cu-P,120,251,236,572
2029_Si.jpg,960,640,Ag-T,243,250,348,570
2029_Si.jpg,960,640,Ag-T,351,241,467,570
2029_Si.jpg,960,640,Pb-T,480,241,600,573
2029_Si.jpg,960,640,Pb-T,610,237,735,571
2030_GA.jpg,960,640,Cu-U,26,242,144,574
2030_GA.jpg,960,640,Cu-U,142,250,259,570
2030_GA.jpg,960,640,Ag-P,259,250,382,572
2030_GA.jpg,960,640,Ag-P,378,243,493,572
2030_GA.jpg,960,640,Pb-T,489,243,603,572
2030_GA.jpg,960,640,Pb-T,600,245,721,570
2030_Si.jpg,960,640,Cu-U,26,245,144,569
2030_Si.jpg,960,640,Cu-U,143,248,260,569
2030_Si.jpg,960,640,Ag-P,260,252,380,568
2030_Si.jpg,960,640,Ag-P,378,243,493,570
2030_Si.jpg,960,640,Pb-T,489,242,603,572
2030_Si.jpg,960,640,Pb-T,603,243,723,568
2031_GA.jpg,960,640,Cu-P,32,241,152,568
2031_GA.jpg,960,640,Cu-P,150,230,264,570
2031_GA.jpg,960,640,Ag-P,261,234,375,567
2031_GA.jpg,960,640,Ag-P,372,239,490,568
2031_GA.jpg,960,640,Pb-P,490,234,610,568
2031_GA.jpg,960,640,Pb-P,608,236,729,567
2031_Si.jpg,960,640,Cu-P,32,239,150,567
2031_Si.jpg,960,640,Cu-P,150,230,263,567
2031_Si.jpg,960,640,Ag-P,261,236,375,567
2031_Si.jpg,960,640,Ag-P,370,241,492,567
2031_Si.jpg,960,640,Pb-P,492,234,611,565
2031_Si.jpg,960,640,Pb-P,608,236,728,565
2033_GA.jpg,960,640,Cu-P,33,248,155,570
2033_GA.jpg,960,640,Cu-P,152,245,264,573
2033_GA.jpg,960,640,Ag-P,264,250,386,574
2033_GA.jpg,960,640,Ag-P,389,250,502,573
2033_GA.jpg,960,640,Pb-P,500,239,624,571
2033_GA.jpg,960,640,Pb-P,625,237,735,571
2033_Si.jpg,960,640,Cu-P,32,248,155,572
2033_Si.jpg,960,640,Cu-P,152,246,262,573
2033_Si.jpg,960,640,Ag-P,267,251,385,571
2033_Si.jpg,960,640,Ag-P,389,250,500,570
2033_Si.jpg,960,640,Pb-P,500,237,625,571
2033_Si.jpg,960,640,Pb-P,625,236,735,573
2035_GA.jpg,960,640,Cu-T,9,250,124,571
2035_GA.jpg,960,640,Cu-T,124,241,244,571
2035_GA.jpg,960,640,Ag-P,246,239,367,574
2035_GA.jpg,960,640,Ag-P,371,241,481,574
2035_GA.jpg,960,640,Pb-T,481,244,598,574
2035_GA.jpg,960,640,Pb-T,602,244,715,565
2035_Si.jpg,960,640,Cu-T,8,249,126,570
2035_Si.jpg,960,640,Cu-T,127,239,244,566
2035_Si.jpg,960,640,Ag-P,246,237,367,568
2035_Si.jpg,960,640,Ag-P,371,239,481,568
2035_Si.jpg,960,640,Pb-T,483,243,601,569
2035_Si.jpg,960,640,Pb-T,603,243,715,560
2036_GA.jpg,960,640,Cu-P,38,248,157,573
2036_GA.jpg,960,640,Cu-P,159,237,262,571
2036_GA.jpg,960,640,Ag-P,260,250,378,573
2036_GA.jpg,960,640,Ag-P,378,250,498,574
2036_GA.jpg,960,640,Pb-P,498,249,607,573
2036_GA.jpg,960,640,Pb-P,608,241,720,571
2036_Si.jpg,960,640,Cu-P,38,249,157,574
2036_Si.jpg,960,640,Cu-P,160,237,263,573
2036_Si.jpg,960,640,Ag-P,260,253,376,573
2036_Si.jpg,960,640,Ag-P,381,251,496,571
2036_Si.jpg,960,640,Pb-P,499,250,606,574
2036_Si.jpg,960,640,Pb-P,604,244,720,573
2037_GA.jpg,960,640,Cu-P,41,239,163,569
2037_GA.jpg,960,640,Cu-P,164,245,274,569
2037_GA.jpg,960,640,Ag-P,273,240,386,571
2037_GA.jpg,960,640,Ag-P,387,245,503,569
2037_GA.jpg,960,640,Pb-P,503,236,615,564
2037_GA.jpg,960,640,Pb-P,612,255,721,571
2037_Si.jpg,960,640,Cu-P,43,241,165,571
2037_Si.jpg,960,640,Cu-P,161,251,273,576
2037_Si.jpg,960,640,Ag-P,270,246,386,572
2037_Si.jpg,960,640,Ag-P,389,250,503,571
2037_Si.jpg,960,640,Pb-P,504,241,612,566
2037_Si.jpg,960,640,Pb-P,611,258,722,573
2038_GA.jpg,960,640,Cu-T,46,246,158,569
2038_GA.jpg,960,640,Cu-T,158,242,271,571
2038_GA.jpg,960,640,Ag-P,269,236,388,571
2038_GA.jpg,960,640,Ag-P,389,240,506,571
2038_GA.jpg,960,640,Pb-P,506,232,619,569
2038_GA.jpg,960,640,Pb-P,620,242,729,569
2038_Si.jpg,960,640,Cu-T,48,248,158,569
2038_Si.jpg,960,640,Cu-T,158,244,269,567
2038_Si.jpg,960,640,Ag-P,273,240,387,567
2038_Si.jpg,960,640,Ag-P,389,242,504,569
2038_Si.jpg,960,640,Pb-P,506,232,621,571
2038_Si.jpg,960,640,Pb-P,620,242,729,571
2039_GA.jpg,960,640,Cu-P,51,248,162,566
2039_GA.jpg,960,640,Cu-P,161,237,278,566
2039_GA.jpg,960,640,Ag-P,278,243,394,565
2039_GA.jpg,960,640,Ag-P,392,239,502,566
2039_GA.jpg,960,640,Pb-T,503,241,622,566
2039_GA.jpg,960,640,Pb-T,620,232,736,562
2039_Si.jpg,960,640,Cu-P,51,253,164,571
2039_Si.jpg,960,640,Cu-P,161,243,278,572
2039_Si.jpg,960,640,Ag-P,281,249,394,570
2039_Si.jpg,960,640,Ag-P,392,245,502,570
2039_Si.jpg,960,640,Pb-T,502,248,624,572
2039_Si.jpg,960,640,Pb-T,617,237,734,570
2040_GA.jpg,960,640,Cu-P,33,243,150,570
2040_GA.jpg,960,640,Cu-P,146,241,268,569
2040_GA.jpg,960,640,Ag-P,267,236,377,570
2040_GA.jpg,960,640,Ag-P,375,243,485,569
2040_GA.jpg,960,640,Pb-P,489,239,610,569
2040_GA.jpg,960,640,Pb-P,608,240,728,569
2040_Si.jpg,960,640,Cu-P,32,248,148,570
2040_Si.jpg,960,640,Cu-P,146,244,265,572
2040_Si.jpg,960,640,Ag-P,268,239,376,570
2040_Si.jpg,960,640,Ag-P,373,246,485,573
2040_Si.jpg,960,640,Pb-P,488,244,610,573
2040_Si.jpg,960,640,Pb-P,607,244,728,572
2041_GA.jpg,960,640,Cu-T,23,245,137,570
2041_GA.jpg,960,640,Cu-T,136,243,248,574
2041_GA.jpg,960,640,Ag-P,248,246,358,572
2041_GA.jpg,960,640,Ag-P,368,246,481,575
2041_GA.jpg,960,640,Pb-T,489,249,604,572
2041_GA.jpg,960,640,Pb-T,607,237,720,571
2041_Si.jpg,960,640,Cu-T,23,246,137,573
2041_Si.jpg,960,640,Cu-T,136,243,246,572
2041_Si.jpg,960,640,Ag-P,248,248,359,572
2041_Si.jpg,960,640,Ag-P,371,249,484,569
2041_Si.jpg,960,640,Pb-T,489,248,607,572
2041_Si.jpg,960,640,Pb-T,608,237,720,571
2042_GA.jpg,960,640,Cu-P,37,240,147,569
2042_GA.jpg,960,640,Cu-P,146,244,252,573
2042_GA.jpg,960,640,Ag-P,253,250,366,571
2042_GA.jpg,960,640,Ag-P,364,248,488,573
2042_GA.jpg,960,640,Pb-P,489,249,602,573
2042_GA.jpg,960,640,Pb-P,601,246,716,574
2042_Si.jpg,960,640,Cu-P,38,241,148,570
2042_Si.jpg,960,640,Cu-P,149,245,254,570
2042_Si.jpg,960,640,Ag-P,255,253,366,569
2042_Si.jpg,960,640,Ag-P,367,250,486,570
2042_Si.jpg,960,640,Pb-P,488,249,603,573
2042_Si.jpg,960,640,Pb-P,603,246,717,573
2044_GA.jpg,960,640,Cu-P,44,246,171,574
2044_GA.jpg,960,640,Cu-P,167,244,278,572
2044_GA.jpg,960,640,Ag-P,275,241,396,570
2044_GA.jpg,960,640,Ag-P,396,244,504,574
2044_GA.jpg,960,640,Pb-P,504,248,615,576
2044_GA.jpg,960,640,Pb-P,611,243,720,574
2044_Si.jpg,960,640,Cu-P,44,246,169,568
2044_Si.jpg,960,640,Cu-P,167,244,280,572
2044_Si.jpg,960,640,Ag-P,276,241,396,572
2044_Si.jpg,960,640,Ag-P,393,243,506,574
2044_Si.jpg,960,640,Pb-P,504,246,615,576
2044_Si.jpg,960,640,Pb-P,613,241,722,574
2048_GA.jpg,960,640,Cu-U,22,249,138,572
2048_GA.jpg,960,640,Cu-U,136,244,250,572
2048_GA.jpg,960,640,Ag-P,249,246,367,572
2048_GA.jpg,960,640,Ag-P,367,251,486,571
2048_GA.jpg,960,640,Pb-U,485,245,604,573
2048_GA.jpg,960,640,Pb-U,603,246,719,572
2048_Si.jpg,960,640,Cu-U,24,250,138,570
2048_Si.jpg,960,640,Cu-U,140,244,250,569
2048_Si.jpg,960,640,Ag-P,249,246,368,569
2048_Si.jpg,960,640,Ag-P,371,254,485,570
2048_Si.jpg,960,640,Pb-U,485,243,606,569
2048_Si.jpg,960,640,Pb-U,602,245,721,569
2049_GA.jpg,960,640,Cu-P,18,249,144,572
2049_GA.jpg,960,640,Cu-P,140,249,262,575
2049_GA.jpg,960,640,Ag-P,268,248,384,572
2049_GA.jpg,960,640,Ag-P,381,250,490,570
2049_GA.jpg,960,640,Pb-T,490,251,613,573
2049_GA.jpg,960,640,Pb-T,607,241,726,571
2049_Si.jpg,960,640,Cu-P,19,251,144,570
2049_Si.jpg,960,640,Cu-P,142,249,260,572
2049_Si.jpg,960,640,Ag-P,267,249,381,572
2049_Si.jpg,960,640,Ag-P,378,251,490,571
2049_Si.jpg,960,640,Pb-T,491,253,611,573
2049_Si.jpg,960,640,Pb-T,607,244,728,574
2050_GA.jpg,960,640,Cu-P,44,242,156,575
2050_GA.jpg,960,640,Cu-P,156,254,275,575
2050_GA.jpg,960,640,Ag-P,275,240,394,573
2050_GA.jpg,960,640,Ag-P,392,246,492,575
2050_GA.jpg,960,640,Pb-P,494,240,610,573
2050_GA.jpg,960,640,Pb-P,598,250,716,575
2050_Si.jpg,960,640,Cu-P,46,246,154,573
2050_Si.jpg,960,640,Cu-P,158,257,275,571
2050_Si.jpg,960,640,Ag-P,277,242,392,571
2050_Si.jpg,960,640,Ag-P,392,248,492,573
2050_Si.jpg,960,640,Pb-P,496,240,610,573
2050_Si.jpg,960,640,Pb-P,600,252,716,575
2051_GA.jpg,960,640,Cu-P,44,241,163,573
2051_GA.jpg,960,640,Cu-P,164,246,273,572
2051_GA.jpg,960,640,Ag-P,276,251,387,573
2051_GA.jpg,960,640,Ag-P,394,246,503,572
2051_GA.jpg,960,640,Pb-T,505,239,625,573
2051_GA.jpg,960,640,Pb-T,624,246,732,573
2051_Si.jpg,960,640,Cu-P,47,239,173,565
2051_Si.jpg,960,640,Cu-P,170,246,282,568
2051_Si.jpg,960,640,Ag-P,282,245,395,569
2051_Si.jpg,960,640,Ag-P,396,243,508,568
2051_Si.jpg,960,640,Pb-T,509,237,625,568
2051_Si.jpg,960,640,Pb-T,622,244,726,569
2053_GA.jpg,960,640,Cu-P,51,240,173,573
2053_GA.jpg,960,640,Cu-P,173,235,292,571
2053_GA.jpg,960,640,Ag-P,287,249,397,572
2053_GA.jpg,960,640,Ag-P,394,248,504,573
2053_GA.jpg,960,640,Pb-U,503,239,612,570
2053_GA.jpg,960,640,Pb-U,611,248,736,573
2053_Si.jpg,960,640,Cu-P,52,240,171,569
2053_Si.jpg,960,640,Cu-P,171,236,289,570
2053_Si.jpg,960,640,Ag-P,290,249,399,572
2053_Si.jpg,960,640,Ag-P,395,250,504,573
2053_Si.jpg,960,640,Pb-U,503,241,612,570
2053_Si.jpg,960,640,Pb-U,612,248,735,572
2054_GA.jpg,960,640,Cu-P,30,245,160,570
2054_GA.jpg,960,640,Cu-P,156,241,269,569
2054_GA.jpg,960,640,Ag-P,267,246,380,573
2054_GA.jpg,960,640,Ag-P,375,249,489,572
2054_GA.jpg,960,640,Pb-P,489,250,608,571
2054_GA.jpg,960,640,Pb-P,608,248,730,573
2054_Si.jpg,960,640,Cu-P,33,243,161,564
2054_Si.jpg,960,640,Cu-P,157,237,268,564
2054_Si.jpg,960,640,Ag-P,272,243,380,564
2054_Si.jpg,960,640,Ag-P,376,245,488,566
2054_Si.jpg,960,640,Pb-P,489,249,608,568
2054_Si.jpg,960,640,Pb-P,607,245,729,568
2055_GA.jpg,960,640,Cu-P,39,250,156,571
2055_GA.jpg,960,640,Cu-P,154,248,274,572
2055_GA.jpg,960,640,Ag-P,276,246,388,572
2055_GA.jpg,960,640,Ag-P,387,246,502,570
2055_GA.jpg,960,640,Pb-T,498,249,607,570
2055_GA.jpg,960,640,Pb-T,607,245,723,569
2055_Si.jpg,960,640,Cu-P,39,250,157,570
2055_Si.jpg,960,640,Cu-P,156,248,273,569
2055_Si.jpg,960,640,Ag-P,276,249,387,569
2055_Si.jpg,960,640,Ag-P,387,249,502,572
2055_Si.jpg,960,640,Pb-T,496,249,608,569
2055_Si.jpg,960,640,Pb-T,608,245,724,570
2056_GA.jpg,960,640,Cu-P,29,232,150,566
